Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
127,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,85
127,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,192
127,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,9
127,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,4
127,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,3
127,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,11
127,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,4
127,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,0
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,47
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,6
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,0
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,1
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,4
127,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,3
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,24
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,0
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,3
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,5
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,3
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,3
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,1
127,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,4
127,KWW LEWICA,KANIA Henryk,9
127,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,57
127,KWW LEWICA,GARCZEWSKI Łukasz,6
127,KWW LEWICA,PARZYCH Ewa Barbara,5
127,KWW LEWICA,ANDRZEJEWSKA Ewa,3
127,KWW LEWICA,ABRAMOWICZ Dawid Piotr,3
127,KWW LEWICA,IGNASZAK Magdalena,2
127,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,1
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,24
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,3
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,4
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,0
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,6
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,6
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,3
127,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,4
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,208
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,100
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,45
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,16
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,15
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,2
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,14
128,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,12
128,KWW KUKIZ'15,HINC Przemysław Jakub,17
128,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,3
128,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,1
128,KWW KUKIZ'15,MATUSZAK Daniel,3
128,KWW KUKIZ'15,POPIELARSKA Dorota,3
128,KWW KUKIZ'15,SPYCHAŁ Jędrzej,2
128,KWW KUKIZ'15,MAZUREK Michał,0
128,KWW KUKIZ'15,BIELAWNA Barbara Ewa,4
128,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,110
128,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,34
128,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,46
128,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,7
128,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,9
128,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,23
128,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,6
128,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,9
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,7
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,3
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,9
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,1
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
128,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,3
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,23
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,1
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,8
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,1
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,5
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,3
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,6
128,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,8
128,KWW LEWICA,KANIA Henryk,18
128,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,30
128,KWW LEWICA,GARCZEWSKI Łukasz,6
128,KWW LEWICA,PARZYCH Ewa Barbara,0
128,KWW LEWICA,ANDRZEJEWSKA Ewa,4
128,KWW LEWICA,ABRAMOWICZ Dawid Piotr,2
128,KWW LEWICA,IGNASZAK Magdalena,1
128,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,5
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,14
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,2
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,32
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,3
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,0
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,2
128,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,2
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,74
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,32
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,12
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,1
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,5
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,0
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,3
129,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,22
129,KWW KUKIZ'15,HINC Przemysław Jakub,12
129,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,0
129,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,2
129,KWW KUKIZ'15,MATUSZAK Daniel,1
129,KWW KUKIZ'15,POPIELARSKA Dorota,1
129,KWW KUKIZ'15,SPYCHAŁ Jędrzej,1
129,KWW KUKIZ'15,MAZUREK Michał,0
129,KWW KUKIZ'15,BIELAWNA Barbara Ewa,3
129,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,49
129,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,8
129,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,4
129,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,3
129,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,2
129,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,8
129,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,1
129,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,8
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,4
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,2
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,5
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,0
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,1
129,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,1
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,11
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,1
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,0
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,0
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,2
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,0
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,1
129,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,2
129,KWW LEWICA,KANIA Henryk,385
129,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,19
129,KWW LEWICA,GARCZEWSKI Łukasz,0
129,KWW LEWICA,PARZYCH Ewa Barbara,0
129,KWW LEWICA,ANDRZEJEWSKA Ewa,1
129,KWW LEWICA,ABRAMOWICZ Dawid Piotr,2
129,KWW LEWICA,IGNASZAK Magdalena,0
129,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,2
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,7
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,2
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,8
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,12
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,2
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,1
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,3
129,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,5
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,68
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,35
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,17
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,4
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,7
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,0
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,8
130,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,15
130,KWW KUKIZ'15,HINC Przemysław Jakub,19
130,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,1
130,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,3
130,KWW KUKIZ'15,MATUSZAK Daniel,3
130,KWW KUKIZ'15,POPIELARSKA Dorota,2
130,KWW KUKIZ'15,SPYCHAŁ Jędrzej,1
130,KWW KUKIZ'15,MAZUREK Michał,2
130,KWW KUKIZ'15,BIELAWNA Barbara Ewa,1
130,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,50
130,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,18
130,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,16
130,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,5
130,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,6
130,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,11
130,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,3
130,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,3
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,6
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,2
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,1
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,1
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
130,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,3
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,22
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,0
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,1
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,1
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,2
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,2
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,1
130,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,4
130,KWW LEWICA,KANIA Henryk,540
130,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,11
130,KWW LEWICA,GARCZEWSKI Łukasz,0
130,KWW LEWICA,PARZYCH Ewa Barbara,0
130,KWW LEWICA,ANDRZEJEWSKA Ewa,0
130,KWW LEWICA,ABRAMOWICZ Dawid Piotr,0
130,KWW LEWICA,IGNASZAK Magdalena,0
130,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,2
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,12
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,1
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,13
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,4
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,1
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,4
130,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,6
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,107
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,60
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,23
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,22
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,21
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,5
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,7
131,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,23
131,KWW KUKIZ'15,HINC Przemysław Jakub,17
131,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,1
131,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,1
131,KWW KUKIZ'15,MATUSZAK Daniel,5
131,KWW KUKIZ'15,POPIELARSKA Dorota,3
131,KWW KUKIZ'15,SPYCHAŁ Jędrzej,2
131,KWW KUKIZ'15,MAZUREK Michał,2
131,KWW KUKIZ'15,BIELAWNA Barbara Ewa,0
131,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,89
131,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,18
131,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,164
131,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,7
131,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,5
131,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,18
131,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,3
131,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,8
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,7
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,1
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,2
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,0
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
131,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,31
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,2
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,3
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,2
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,7
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,0
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,7
131,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,7
131,KWW LEWICA,KANIA Henryk,37
131,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,45
131,KWW LEWICA,GARCZEWSKI Łukasz,2
131,KWW LEWICA,PARZYCH Ewa Barbara,2
131,KWW LEWICA,ANDRZEJEWSKA Ewa,1
131,KWW LEWICA,ABRAMOWICZ Dawid Piotr,0
131,KWW LEWICA,IGNASZAK Magdalena,1
131,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,87
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,12
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,1
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,34
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,3
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,2
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,1
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,11
131,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,7
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,157
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,113
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,30
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,28
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,115
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,4
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,14
132,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,25
132,KWW KUKIZ'15,HINC Przemysław Jakub,15
132,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,3
132,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,1
132,KWW KUKIZ'15,MATUSZAK Daniel,3
132,KWW KUKIZ'15,POPIELARSKA Dorota,1
132,KWW KUKIZ'15,SPYCHAŁ Jędrzej,4
132,KWW KUKIZ'15,MAZUREK Michał,2
132,KWW KUKIZ'15,BIELAWNA Barbara Ewa,2
132,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,67
132,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,24
132,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,166
132,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,10
132,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,2
132,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,24
132,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,3
132,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,7
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,5
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,1
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,8
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,1
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,1
132,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,1
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,37
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,0
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,4
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,0
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,0
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,3
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,2
132,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,6
132,KWW LEWICA,KANIA Henryk,15
132,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,52
132,KWW LEWICA,GARCZEWSKI Łukasz,4
132,KWW LEWICA,PARZYCH Ewa Barbara,0
132,KWW LEWICA,ANDRZEJEWSKA Ewa,0
132,KWW LEWICA,ABRAMOWICZ Dawid Piotr,3
132,KWW LEWICA,IGNASZAK Magdalena,0
132,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,163
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,10
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,3
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,54
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,2
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,1
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,1
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,6
