Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
132,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,3
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,154
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,89
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,68
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,12
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,9
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,2
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,15
133,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,18
133,KWW KUKIZ'15,HINC Przemysław Jakub,28
133,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,4
133,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,5
133,KWW KUKIZ'15,MATUSZAK Daniel,5
133,KWW KUKIZ'15,POPIELARSKA Dorota,5
133,KWW KUKIZ'15,SPYCHAŁ Jędrzej,2
133,KWW KUKIZ'15,MAZUREK Michał,1
133,KWW KUKIZ'15,BIELAWNA Barbara Ewa,3
133,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,102
133,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,41
133,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,34
133,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,4
133,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,3
133,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,36
133,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,12
133,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,4
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,6
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,0
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,4
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,0
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,1
133,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,23
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,3
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,5
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,1
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,5
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,3
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,3
133,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,8
133,KWW LEWICA,KANIA Henryk,11
133,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,60
133,KWW LEWICA,GARCZEWSKI Łukasz,0
133,KWW LEWICA,PARZYCH Ewa Barbara,3
133,KWW LEWICA,ANDRZEJEWSKA Ewa,7
133,KWW LEWICA,ABRAMOWICZ Dawid Piotr,1
133,KWW LEWICA,IGNASZAK Magdalena,2
133,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,36
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,33
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,0
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,30
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,1
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,5
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,5
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,16
133,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,2
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,155
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,80
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,39
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,25
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,31
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,4
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,16
134,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,18
134,KWW KUKIZ'15,HINC Przemysław Jakub,19
134,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,9
134,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,8
134,KWW KUKIZ'15,MATUSZAK Daniel,4
134,KWW KUKIZ'15,POPIELARSKA Dorota,2
134,KWW KUKIZ'15,SPYCHAŁ Jędrzej,3
134,KWW KUKIZ'15,MAZUREK Michał,0
134,KWW KUKIZ'15,BIELAWNA Barbara Ewa,1
134,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,94
134,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,20
134,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,115
134,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,2
134,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,2
134,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,33
134,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,0
134,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,4
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,12
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,4
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,6
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,2
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,3
134,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,41
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,3
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,3
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,2
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,1
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,2
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,0
134,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,6
134,KWW LEWICA,KANIA Henryk,22
134,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,45
134,KWW LEWICA,GARCZEWSKI Łukasz,4
134,KWW LEWICA,PARZYCH Ewa Barbara,4
134,KWW LEWICA,ANDRZEJEWSKA Ewa,3
134,KWW LEWICA,ABRAMOWICZ Dawid Piotr,4
134,KWW LEWICA,IGNASZAK Magdalena,2
134,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,98
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,19
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,3
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,58
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,2
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,2
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,18
134,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,2
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,177
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,114
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,82
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,31
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,8
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,1
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,17
135,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,29
135,KWW KUKIZ'15,HINC Przemysław Jakub,30
135,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,3
135,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,5
135,KWW KUKIZ'15,MATUSZAK Daniel,3
135,KWW KUKIZ'15,POPIELARSKA Dorota,5
135,KWW KUKIZ'15,SPYCHAŁ Jędrzej,1
135,KWW KUKIZ'15,MAZUREK Michał,2
135,KWW KUKIZ'15,BIELAWNA Barbara Ewa,3
135,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,153
135,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,25
135,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,22
135,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,9
135,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,4
135,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,37
135,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,7
135,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,13
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,10
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,5
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,13
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,2
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
135,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,28
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,2
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,6
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,7
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,6
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,34
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,3
135,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,6
135,KWW LEWICA,KANIA Henryk,10
135,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,55
135,KWW LEWICA,GARCZEWSKI Łukasz,3
135,KWW LEWICA,PARZYCH Ewa Barbara,8
135,KWW LEWICA,ANDRZEJEWSKA Ewa,4
135,KWW LEWICA,ABRAMOWICZ Dawid Piotr,4
135,KWW LEWICA,IGNASZAK Magdalena,3
135,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,5
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,59
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,40
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,12
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,4
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,2
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,0
135,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,6
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,181
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,101
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,36
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,40
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,13
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,7
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,18
136,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,24
136,KWW KUKIZ'15,HINC Przemysław Jakub,17
136,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,3
136,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,1
136,KWW KUKIZ'15,MATUSZAK Daniel,4
136,KWW KUKIZ'15,POPIELARSKA Dorota,0
136,KWW KUKIZ'15,SPYCHAŁ Jędrzej,1
136,KWW KUKIZ'15,MAZUREK Michał,1
136,KWW KUKIZ'15,BIELAWNA Barbara Ewa,2
136,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,134
136,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,18
136,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,22
136,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,11
