Nr okręgu,Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
4,137,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,4
4,137,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,31
4,137,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,4
4,137,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,5
4,137,KWW LEWICA,KANIA Henryk,9
4,137,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,52
4,137,KWW LEWICA,GARCZEWSKI Łukasz,1
4,137,KWW LEWICA,PARZYCH Ewa Barbara,47
4,137,KWW LEWICA,ANDRZEJEWSKA Ewa,1
4,137,KWW LEWICA,ABRAMOWICZ Dawid Piotr,4
4,137,KWW LEWICA,IGNASZAK Magdalena,1
4,137,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,4
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,41
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,28
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,7
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,4
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,6
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,0
4,137,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,7
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,167
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,90
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,45
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,25
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,13
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,3
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,17
4,138,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,16
4,138,KWW KUKIZ'15,HINC Przemysław Jakub,24
4,138,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,5
4,138,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,4
4,138,KWW KUKIZ'15,MATUSZAK Daniel,1
4,138,KWW KUKIZ'15,POPIELARSKA Dorota,5
4,138,KWW KUKIZ'15,SPYCHAŁ Jędrzej,3
4,138,KWW KUKIZ'15,MAZUREK Michał,1
4,138,KWW KUKIZ'15,BIELAWNA Barbara Ewa,3
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,129
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,31
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,16
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,9
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,4
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,31
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,6
4,138,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,12
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,5
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,0
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,3
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,1
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,1
4,138,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,34
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,3
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,8
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,3
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,8
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,38
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,4
4,138,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,8
4,138,KWW LEWICA,KANIA Henryk,9
4,138,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,50
4,138,KWW LEWICA,GARCZEWSKI Łukasz,16
4,138,KWW LEWICA,PARZYCH Ewa Barbara,13
4,138,KWW LEWICA,ANDRZEJEWSKA Ewa,2
4,138,KWW LEWICA,ABRAMOWICZ Dawid Piotr,3
4,138,KWW LEWICA,IGNASZAK Magdalena,13
4,138,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,2
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,56
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,18
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,4
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,2
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,5
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,0
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,1
4,138,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,5
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,178
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,115
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,34
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,37
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,17
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,8
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,11
4,139,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,35
4,139,KWW KUKIZ'15,HINC Przemysław Jakub,23
4,139,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,5
4,139,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,3
4,139,KWW KUKIZ'15,MATUSZAK Daniel,4
4,139,KWW KUKIZ'15,POPIELARSKA Dorota,4
4,139,KWW KUKIZ'15,SPYCHAŁ Jędrzej,0
4,139,KWW KUKIZ'15,MAZUREK Michał,5
4,139,KWW KUKIZ'15,BIELAWNA Barbara Ewa,4
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,110
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,34
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,29
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,8
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,7
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,30
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,10
4,139,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,12
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,5
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,2
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,5
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,2
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,2
4,139,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,4
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,21
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,1
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,3
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,3
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,6
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,53
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,3
4,139,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,3
4,139,KWW LEWICA,KANIA Henryk,10
4,139,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,61
4,139,KWW LEWICA,GARCZEWSKI Łukasz,1
4,139,KWW LEWICA,PARZYCH Ewa Barbara,17
4,139,KWW LEWICA,ANDRZEJEWSKA Ewa,5
4,139,KWW LEWICA,ABRAMOWICZ Dawid Piotr,4
4,139,KWW LEWICA,IGNASZAK Magdalena,3
4,139,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,5
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,68
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,61
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,10
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,5
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,0
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,4
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,3
4,139,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,3
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,99
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,34
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,19
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,10
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,4
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,1
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,8
4,140,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,7
4,140,KWW KUKIZ'15,HINC Przemysław Jakub,10
4,140,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,3
4,140,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,0
4,140,KWW KUKIZ'15,MATUSZAK Daniel,1
4,140,KWW KUKIZ'15,POPIELARSKA Dorota,2
4,140,KWW KUKIZ'15,SPYCHAŁ Jędrzej,0
4,140,KWW KUKIZ'15,MAZUREK Michał,1
4,140,KWW KUKIZ'15,BIELAWNA Barbara Ewa,1
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,83
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,27
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,13
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,5
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,2
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,13
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,6
4,140,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,7
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,1
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,1
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,3
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,0
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
4,140,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,0
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,23
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,1
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,2
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,3
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,0
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,2
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,0
4,140,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,4
4,140,KWW LEWICA,KANIA Henryk,8
4,140,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,6
4,140,KWW LEWICA,GARCZEWSKI Łukasz,2
4,140,KWW LEWICA,PARZYCH Ewa Barbara,0
4,140,KWW LEWICA,ANDRZEJEWSKA Ewa,1
4,140,KWW LEWICA,ABRAMOWICZ Dawid Piotr,54
4,140,KWW LEWICA,IGNASZAK Magdalena,1
4,140,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,0
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,163
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,1
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,3
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,14
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,1
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,1
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,0
4,140,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,2
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,95
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,91
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,26
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,26
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,12
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,4
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,16
4,141,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,13
4,141,KWW KUKIZ'15,HINC Przemysław Jakub,15
4,141,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,1
4,141,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,3
4,141,KWW KUKIZ'15,MATUSZAK Daniel,1
4,141,KWW KUKIZ'15,POPIELARSKA Dorota,3
4,141,KWW KUKIZ'15,SPYCHAŁ Jędrzej,1
4,141,KWW KUKIZ'15,MAZUREK Michał,3
4,141,KWW KUKIZ'15,BIELAWNA Barbara Ewa,0
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,88
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,35
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,13
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,7
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,1
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,20
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,5
4,141,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,7
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,9
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,0
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,5
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,2
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,0
4,141,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,0
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,17
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,1
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,4
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,2
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,3
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,21
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,2
4,141,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,2
4,141,KWW LEWICA,KANIA Henryk,9
4,141,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,28
4,141,KWW LEWICA,GARCZEWSKI Łukasz,4
4,141,KWW LEWICA,PARZYCH Ewa Barbara,2
4,141,KWW LEWICA,ANDRZEJEWSKA Ewa,5
4,141,KWW LEWICA,ABRAMOWICZ Dawid Piotr,21
4,141,KWW LEWICA,IGNASZAK Magdalena,1
4,141,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,1
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,110
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,1
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,8
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,29
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,1
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,2
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,1
4,141,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,2
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,158
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,113
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,55
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,27
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIECZOREK-KISTOWSKA Alina Karolina,6
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JACYGRAD Jacek,2
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GUMNY Artur,18
4,142,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KŁOPOCKI Kamil Jan,16
4,142,KWW KUKIZ'15,HINC Przemysław Jakub,30
4,142,KWW KUKIZ'15,KSIĄŻKIEWICZ Jarosław Jan,4
4,142,KWW KUKIZ'15,KURASZKIEWICZ Joanna Małgorzata,2
4,142,KWW KUKIZ'15,MATUSZAK Daniel,5
4,142,KWW KUKIZ'15,POPIELARSKA Dorota,3
4,142,KWW KUKIZ'15,SPYCHAŁ Jędrzej,2
4,142,KWW KUKIZ'15,MAZUREK Michał,2
4,142,KWW KUKIZ'15,BIELAWNA Barbara Ewa,4
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,ALEXANDROWICZ Przemysław Józef,101
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,KAPUSTKA Łukasz Tomasz,56
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,GÓRNY Zbyszko Stanisław,16
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĄDZYŃSKA Małgorzata,6
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,FABROWSKA Anna Magdalena,1
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Monika Anna,29
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,ORLICKA Beata,6
4,142,KW PRAWO I SPRAWIEDLIWOŚĆ,SYTEK Przemysław Wojciech,12
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,CHOMICZ Wojciech,4
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KRUCZKOWSKI Michał,2
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOPCZYŃSKA Anna,6
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DAJKSLER Urszula,2
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NECELMAN Wiesław Piotr,3
4,142,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,NOWAK Maria Jolanta,2
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NIEDBAŁA Marek Leon,22
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PERLIŃSKI Miron Kazimierz,3
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KAPELA Maria Małgorzata,4
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKI Aleksander Marek,2
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZÓSTAK Hanna,2
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GRZYBOWSKI Tomasz Jarosław,8
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KOPNIEWSKA Aleksandra Ewa,1
4,142,KWW JAROSŁAWA PUCKA DOBRO MIASTA,TOMCZAK Michał Bartłomiej,2
4,142,KWW LEWICA,KANIA Henryk,16
4,142,KWW LEWICA,LEWANDOWSKI Tomasz Jacek,37
4,142,KWW LEWICA,GARCZEWSKI Łukasz,6
4,142,KWW LEWICA,PARZYCH Ewa Barbara,1
4,142,KWW LEWICA,ANDRZEJEWSKA Ewa,5
4,142,KWW LEWICA,ABRAMOWICZ Dawid Piotr,7
4,142,KWW LEWICA,IGNASZAK Magdalena,2
4,142,KWW LEWICA,ZACZYŃSKI Ryszard Henryk,3
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WIERZBICKI Tomasz,141
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HOPPE Mateusz,6
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WRÓBLEWSKA Karolina,7
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KASPROWICZ Marcin Michał,22
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOPEĆ Mateusz Krzysztof,4
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,CIEŚLEWICZ-GALAS Katarzyna Stanisława,3
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIĘSIAK Michał Jan,5
4,142,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ANDRZEJEWSKA Agnieszka Ewa,3
4,143,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WIŚNIEWSKI Mariusz Michał,169
4,143,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LEWANDOWSKA Agnieszka Danuta,105
4,143,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KRÓL Dominika Urszula,57
4,143,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JURA Grzegorz Stanisław,22
