Nr okręgu,Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,68
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,43
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,5
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,2
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,7
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,6
1,7,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,4
1,7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,4
1,7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,7
1,7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,3
1,7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
1,7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,15
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,10
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,3
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,5
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,2
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,1
1,7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,5
1,7,KWW LEWICA,KRETKOWSKA Katarzyna Maria,76
1,7,KWW LEWICA,SZLINDER Maciej Karol,3
1,7,KWW LEWICA,ŁAZARZ Maria,2
1,7,KWW LEWICA,KRZYWOSZ Marian,1
1,7,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
1,7,KWW LEWICA,MAJEWSKI Dawid,4
1,7,KWW LEWICA,ROHDE Wojciech Marian,2
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,78
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,5
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,5
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,4
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,5
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,2
1,7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,9
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,137
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,112
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,11
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,21
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,16
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,49
1,8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,17
1,8,KWW KUKIZ'15,TAMUĆ Wojciech,7
1,8,KWW KUKIZ'15,BEDNARZ Artur Wojciech,3
1,8,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,7
1,8,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,4
1,8,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,7
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,68
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,61
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,6
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,6
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,5
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,4
1,8,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,8
1,8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,8
1,8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,7
1,8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,1
1,8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,2
1,8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,1
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,20
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,7
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,2
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,10
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,2
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,1
1,8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,1
1,8,KWW LEWICA,KRETKOWSKA Katarzyna Maria,63
1,8,KWW LEWICA,SZLINDER Maciej Karol,10
1,8,KWW LEWICA,ŁAZARZ Maria,3
1,8,KWW LEWICA,KRZYWOSZ Marian,0
1,8,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
1,8,KWW LEWICA,MAJEWSKI Dawid,2
1,8,KWW LEWICA,ROHDE Wojciech Marian,2
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,63
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,14
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,2
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,4
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,4
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,2
1,8,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,4
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,107
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,56
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,19
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,12
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,12
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,39
1,9,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,10
1,9,KWW KUKIZ'15,TAMUĆ Wojciech,13
1,9,KWW KUKIZ'15,BEDNARZ Artur Wojciech,3
1,9,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,4
1,9,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,3
1,9,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,2
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,83
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,56
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,5
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,2
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,5
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,5
1,9,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,8
1,9,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,3
1,9,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,9
1,9,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,1
1,9,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,3
1,9,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,2
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,18
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,5
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,5
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,13
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,4
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,5
1,9,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,2
1,9,KWW LEWICA,KRETKOWSKA Katarzyna Maria,82
1,9,KWW LEWICA,SZLINDER Maciej Karol,12
1,9,KWW LEWICA,ŁAZARZ Maria,0
1,9,KWW LEWICA,KRZYWOSZ Marian,13
1,9,KWW LEWICA,CZUBAŁA Małgorzata Maria,1
1,9,KWW LEWICA,MAJEWSKI Dawid,0
1,9,KWW LEWICA,ROHDE Wojciech Marian,0
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,94
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,23
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,3
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,2
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,5
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,1
1,9,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,5
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,135
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,50
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,19
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,15
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,14
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,48
1,10,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,24
1,10,KWW KUKIZ'15,TAMUĆ Wojciech,7
1,10,KWW KUKIZ'15,BEDNARZ Artur Wojciech,3
1,10,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,8
1,10,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,5
1,10,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,5
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,74
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,54
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,7
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,10
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,6
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,9
1,10,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,9
1,10,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,1
1,10,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,3
1,10,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
1,10,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,3
1,10,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,2
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,17
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,5
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,2
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,5
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,4
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,5
1,10,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,2
1,10,KWW LEWICA,KRETKOWSKA Katarzyna Maria,53
1,10,KWW LEWICA,SZLINDER Maciej Karol,5
1,10,KWW LEWICA,ŁAZARZ Maria,1
1,10,KWW LEWICA,KRZYWOSZ Marian,6
1,10,KWW LEWICA,CZUBAŁA Małgorzata Maria,1
1,10,KWW LEWICA,MAJEWSKI Dawid,4
1,10,KWW LEWICA,ROHDE Wojciech Marian,0
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,87
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,17
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,9
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,7
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,7
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,1
1,10,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,7
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,122
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,64
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,23
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,17
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,14
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,25
1,11,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,13
1,11,KWW KUKIZ'15,TAMUĆ Wojciech,7
1,11,KWW KUKIZ'15,BEDNARZ Artur Wojciech,4
1,11,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,6
1,11,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,1
1,11,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,4
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,64
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,49
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,6
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,10
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,3
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,5
1,11,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,4
1,11,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,4
1,11,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,6
1,11,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
1,11,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,2
1,11,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,2
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,10
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,4
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,5
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,12
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,2
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,5
1,11,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,2
1,11,KWW LEWICA,KRETKOWSKA Katarzyna Maria,73
1,11,KWW LEWICA,SZLINDER Maciej Karol,6
1,11,KWW LEWICA,ŁAZARZ Maria,1
1,11,KWW LEWICA,KRZYWOSZ Marian,6
1,11,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
1,11,KWW LEWICA,MAJEWSKI Dawid,1
1,11,KWW LEWICA,ROHDE Wojciech Marian,1
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,75
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,13
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,3
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,1
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,2
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
1,11,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,6
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,242
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,148
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,39
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,29
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,17
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,83
1,12,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,32
1,12,KWW KUKIZ'15,TAMUĆ Wojciech,17
1,12,KWW KUKIZ'15,BEDNARZ Artur Wojciech,10
1,12,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,3
1,12,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,5
1,12,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,6
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,130
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,54
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,7
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,8
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,8
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,11
1,12,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,12
1,12,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,4
1,12,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,15
1,12,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,3
1,12,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,7
1,12,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,7
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,40
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,8
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,6
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,8
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,5
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,4
1,12,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,3
1,12,KWW LEWICA,KRETKOWSKA Katarzyna Maria,54
1,12,KWW LEWICA,SZLINDER Maciej Karol,7
1,12,KWW LEWICA,ŁAZARZ Maria,5
1,12,KWW LEWICA,KRZYWOSZ Marian,5
1,12,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
1,12,KWW LEWICA,MAJEWSKI Dawid,5
1,12,KWW LEWICA,ROHDE Wojciech Marian,4
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,149
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,28
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,5
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,5
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,7
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,2
1,12,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,17
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,195
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,94
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,36
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,23
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,21
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,63
1,13,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,26
1,13,KWW KUKIZ'15,TAMUĆ Wojciech,19
1,13,KWW KUKIZ'15,BEDNARZ Artur Wojciech,9
1,13,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,4
1,13,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,7
1,13,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,6
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,111
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,99
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,10
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,5
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,8
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,10
1,13,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,4
1,13,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,12
1,13,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,14
1,13,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
1,13,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,5
1,13,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,2
1,13,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,36
1,13,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,10
